wallet,role,token_outcome_norm,notional_usd,trade_count
0x594cdd536462c270bb368300945ac7077978efd6,taker,NO,566.37909,1
0x5a353f5dfbcf9351355854344a2c975ce2245732,maker,NO,1905.34655,1
0x5a353f5dfbcf9351355854344a2c975ce2245732,taker,YES,701.4196,1
0x5a4074a7e688892779cb0ca392f3508ac0764093,maker,YES,1777.6641,2
0x5a4074a7e688892779cb0ca392f3508ac0764093,taker,NO,2222.027052,3
0x5aca169bd3e56fa1d0a48d27ffefc7f8e95194d0,maker,YES,2370.5774,1
0x5aca169bd3e56fa1d0a48d27ffefc7f8e95194d0,taker,NO,654.70405,1
0x5aca169bd3e56fa1d0a48d27ffefc7f8e95194d0,taker,YES,1383.89547,1
0x5b1dffd5d3eaeab3544c0fe3aa5ccf55f287b3b0,maker,NO,7125.14138,3
0x5b1dffd5d3eaeab3544c0fe3aa5ccf55f287b3b0,taker,NO,718.30178,1
0x5b5de2c149602ec0b1cb9e8fe20e6168d9ddadc4,taker,NO,721.647,1
0x5b6331e7ff0831a3fe2ed12004747db1a9c911a4,maker,YES,671.409999,1
0x5b6331e7ff0831a3fe2ed12004747db1a9c911a4,taker,NO,810.0,1
0x5be7f473b425c636f3cc716bbafc1b5a09b01b1d,maker,NO,5041.24712,1
0x5be7f473b425c636f3cc716bbafc1b5a09b01b1d,taker,NO,1431.24224,2
0x5c39b2a8c193c3bd1d7937c17519964f5b7aaaab,maker,YES,1581.0887189999999,2
0x5c39b2a8c193c3bd1d7937c17519964f5b7aaaab,taker,NO,1054.563,1
0x5c4ce2053442cc7b19d300ffd39b7f38cd138131,maker,NO,10838.14724,3
0x5c63bae91d6aced35f08ee653d4567e65f5196e9,maker,YES,799.999999,1
0x5c63bae91d6aced35f08ee653d4567e65f5196e9,taker,YES,788.389999,1
0x5ca7a775f10a9f5cc4218feebd1398a6c3196149,maker,NO,1623.93859,2
0x5ca7a775f10a9f5cc4218feebd1398a6c3196149,taker,NO,1413.98955,2
0x5cae67eb34829a2deb600b85a2fb480303d17940,maker,NO,1803.469128,2
0x5cae67eb34829a2deb600b85a2fb480303d17940,taker,NO,598.4052,1
0x5ccf62ac8155e49bc7d021a1a66e9ef18f5579d7,maker,YES,1091.08364,2
0x5ccf62ac8155e49bc7d021a1a66e9ef18f5579d7,taker,NO,664.0,1
0x5cd5c8d7a17c78d7389d8b87b611aed83322ac33,maker,NO,10871.21905,11
0x5cd5c8d7a17c78d7389d8b87b611aed83322ac33,taker,NO,1123.52252,2
0x5cd938d3b1bf3009173ae7e36c5d83a2354efeb7,maker,NO,3079.101674,3
0x5cd938d3b1bf3009173ae7e36c5d83a2354efeb7,taker,YES,724.0,1
0x5d05b1f588780423488a09d9aefeb64df54d6320,maker,NO,4234.72821,4
0x5d05b1f588780423488a09d9aefeb64df54d6320,taker,NO,1356.9569999999999,2
0x5d31798faea55cfa23c9876d7fb6c79ff1e2f883,taker,NO,574.121351,1
0x5e5bc12f7a91cfe806caf4c858dcd5fde8edfccd,taker,NO,5410.555136,2
0x5e627f86e1bff9e3742c89f5401e3752355dc577,maker,YES,3077.1779340000003,3
0x5e627f86e1bff9e3742c89f5401e3752355dc577,taker,NO,3836.4401500000004,3
0x5ecde7348ea5100af4360dd7a6e0a3fb1d420787,maker,NO,19875.992662,5
0x5f45b60c29d6e4d55c0bfd8ddd39ad45c5e0a77a,maker,YES,676.8774,1
0x5f45b60c29d6e4d55c0bfd8ddd39ad45c5e0a77a,taker,NO,655.79582,1
0x60242020092ddd8bff5461731868341898d0dec6,taker,NO,1692.073712,2
0x60a24cb0fb0185f5e60ce15f51436f0e72897e07,maker,YES,1474.1312,1
0x60a24cb0fb0185f5e60ce15f51436f0e72897e07,taker,YES,1443.5711999999999,2
0x60a92c8620846d81f5ea17b0564e0d4b7c545a71,maker,NO,3230.36374,2
0x60a92c8620846d81f5ea17b0564e0d4b7c545a71,maker,YES,1196.99601,1
0x6103cbf5b98956b1c6c667a6557863b625edf2d9,maker,YES,6474.84613,5
0x6103cbf5b98956b1c6c667a6557863b625edf2d9,taker,NO,7498.38364,7
0x6103cbf5b98956b1c6c667a6557863b625edf2d9,taker,YES,1922.31,2
0x6139c42e48cf190e67a0a85d492413b499336b7a,maker,NO,3521.7707,3
0x6139c42e48cf190e67a0a85d492413b499336b7a,maker,YES,885.01543,1
0x6139c42e48cf190e67a0a85d492413b499336b7a,taker,NO,620.0,1
0x6139c42e48cf190e67a0a85d492413b499336b7a,taker,YES,879.53778,1
0x614dc8d3542c12103d2c6a3553fd761e391d1546,maker,YES,11636.84818,8
0x614dc8d3542c12103d2c6a3553fd761e391d1546,taker,NO,5564.459,7
0x614dc8d3542c12103d2c6a3553fd761e391d1546,taker,YES,5919.14949,5
0x61a808365ad93d79857eb626e140521bbf1cc588,maker,YES,999.999999,1
0x61a808365ad93d79857eb626e140521bbf1cc588,taker,NO,1101.303476,1
0x621eb2724531f438d2c0f57d8f20ad9ba0886510,maker,YES,963.759999,1
0x621eb2724531f438d2c0f57d8f20ad9ba0886510,taker,NO,10451.273310999999,7
0x629c2844d5c0e36774a67fe10dcd43ca31a76c01,maker,NO,1346.617,1
0x63d3fd1fb8f97d01596969e0316022a6126c752f,maker,NO,676.13003,1
0x63d3fd1fb8f97d01596969e0316022a6126c752f,taker,NO,609.89972,1
0x64655529ce2a0a6d240c736c3f4435235794b886,maker,NO,1437.809,1
0x6640bd87f6e4b6e8d62457448bd1b3a4711a2202,maker,YES,519.29301,1
0x6640bd87f6e4b6e8d62457448bd1b3a4711a2202,taker,NO,1427.8493,2
0x6725b3b76e0c212be72b1479ad97fe534b667160,maker,NO,12757.119998,1
0x6725b3b76e0c212be72b1479ad97fe534b667160,taker,NO,11493.835997999999,3
0x67d96c2161e28ccc6fd35fef00d2f9812837d57b,maker,YES,999.999999,1
0x67d96c2161e28ccc6fd35fef00d2f9812837d57b,taker,NO,10774.73856,4
0x682e388668c2da2c40631665dea992b8a72b70bd,maker,YES,7114.256600000001,4
0x68558d37cafd9e6612ab32863f55ccdd798f655a,maker,YES,45833.348318,14
0x68688ec522468e7f8c4ce4c286017c8c3820a90a,maker,YES,8333.389999,1
0x68688ec522468e7f8c4ce4c286017c8c3820a90a,taker,NO,1308.0,2
0x68688ec522468e7f8c4ce4c286017c8c3820a90a,taker,YES,4784.281660000001,5
0x6868e8e1e7b0eda866cef5e02140cbd5e866e457,maker,YES,777.172,1
0x696a0f103aab2daa93f0c7124bdfbbf19851e23a,maker,NO,4280.807298,1
0x696a0f103aab2daa93f0c7124bdfbbf19851e23a,taker,NO,612.0,1
0x69e7ad68b5f11e97927e4bd938baf7dfb60bd3b0,maker,NO,936.0,1
0x6a8328b1ae11569f7b27600073558879885e4c59,maker,YES,2989.78843,3
0x6a8328b1ae11569f7b27600073558879885e4c59,taker,NO,873.69396,1
0x6a8328b1ae11569f7b27600073558879885e4c59,taker,YES,1534.0971,1
0x6abe7704bd2c9812e1f74a6b01a61ac7368ed6a5,maker,NO,1112.79128,2
0x6abe7704bd2c9812e1f74a6b01a61ac7368ed6a5,taker,NO,527.93496,1
0x6ae0a24ae0797e62332852a52ae321e330177483,maker,NO,41355.77951,2
0x6ae0a24ae0797e62332852a52ae321e330177483,taker,YES,16521.06813,1
0x6bab41a0dc40d6dd4c1a915b8c01969479fd1292,maker,NO,33035.686069999996,6
0x6bab41a0dc40d6dd4c1a915b8c01969479fd1292,maker,YES,16117.05311,9
0x6bab41a0dc40d6dd4c1a915b8c01969479fd1292,taker,NO,18523.16966,10
0x6bab41a0dc40d6dd4c1a915b8c01969479fd1292,taker,YES,4951.42325,3
0x6c0b328d74f089f7c2479f3bc5d97a1b1ee3c359,maker,NO,1498.999998,1
0x6c9264336622411ea73283e7624bb2a6e00b1322,maker,NO,735.25,1
0x6ca0cfe4ed627cb4ebe0193e69de9823a007e59d,maker,NO,729.27,1
0x6cb849174b38800ed9d7c501a6fb5e7cfa98f154,maker,NO,1559.789999,1
0x6cd517eaa88ba717fa3aa3d5047feb0ce387f2cf,maker,NO,925.0,1
0x6d9fc316c3b8377060a44b852ba664adbfd59790,maker,YES,1157.7906,2
0x6dd9d5a1fe8021317c477104a0131205ecda8cc1,maker,NO,5912.09386,2
0x6dd9d5a1fe8021317c477104a0131205ecda8cc1,taker,NO,5266.014,1
0x6edfbe1379ac9e745824a70b37c31e20a0c11011,maker,NO,8789.99669,3
0x6f1dcfc81f935a1c1d51ec626a34016d70bfd2fe,maker,NO,505.2,1
0x6ffb4354cbe6e0f9989e3b55564ec5fb8646a834,maker,NO,4546.23897,3
0x7018d36359aa3bfb96be56beedeeaa7cda4e6057,taker,NO,879.272199,1
0x702817724413a316e67b25aa13200444937fe0e9,maker,NO,742.4487,1
0x70793cdca65620cd7dc398cd40ac4bd6489fda28,maker,YES,1608.569998,2
0x70793cdca65620cd7dc398cd40ac4bd6489fda28,taker,NO,2225.0034,3
0x70793cdca65620cd7dc398cd40ac4bd6489fda28,taker,YES,794.99553,1
0x71eccc269fe6d2969b404e862f9e4a119f2ce48c,maker,NO,5931.172504,2
0x71eccc269fe6d2969b404e862f9e4a119f2ce48c,taker,NO,1231.632,2
0x71edffd0d70a1da823ff07a3c6fc81457294d338,maker,NO,33026.729993,4
0x71edffd0d70a1da823ff07a3c6fc81457294d338,taker,NO,14641.118919999999,6
0x71edffd0d70a1da823ff07a3c6fc81457294d338,taker,YES,1318.7180210000001,2
0x724c7f277889814c98afcd38555e25c6e68f1521,maker,NO,1996.857046,2
0x724c7f277889814c98afcd38555e25c6e68f1521,taker,NO,729.94082,1
0x725b224fcb2fe4a3cd9aa522ed128708c22f8016,maker,NO,638.68777,1
0x72a22d4d155079da8f50c89d4c6c03b6428e7b65,maker,NO,1242.69375,1
0x72e4daa9b93fd3786f231c3b73c1bdbc4c48740a,maker,YES,80803.187429,42
0x72e4daa9b93fd3786f231c3b73c1bdbc4c48740a,taker,NO,623.0,1
0x72f59598b7ae5434b771ad8c871b82ae95f14b0d,taker,NO,521.2641,1
0x73192b9597c4496f8c338b36239bdf4218ac0299,maker,NO,3961.169669,5
0x736539924a5602b37a03a54fc12c1cc8f98964da,maker,NO,1996.43105,3
0x74188d571a86382ba69f335e9d6350105c5cab9f,maker,YES,1278.630919,2
0x74188d571a86382ba69f335e9d6350105c5cab9f,taker,NO,1858.1895,3
0x74471a007ddcc488f6d57b5e86dfb35a8d48a16d,maker,YES,4648.71926,3
0x74471a007ddcc488f6d57b5e86dfb35a8d48a16d,taker,NO,5456.19779,5
0x74471a007ddcc488f6d57b5e86dfb35a8d48a16d,taker,YES,1991.9367000000002,3
0x744a283ddda3533d6abf89240bfe2f43201a923b,taker,NO,2906.8776470000003,3
0x744c072005bde6ddab8764a7477f61d3d22ae37f,maker,NO,18338.032433,6
0x744c072005bde6ddab8764a7477f61d3d22ae37f,taker,NO,6730.530428,6
0x7453a255cc3c1786a1cf51b0bf552d07ea4eaee6,taker,NO,519.465517,1
0x749f77652c91b8f5e068bae22fd196f18cb69501,maker,NO,695.75031,1
0x750ca59fafbf837d939eca4cd241601a489c2fe3,maker,NO,781.17115,1
0x75110b2afa07a881292528a355715a0febe1582e,taker,NO,2486.325714,2
0x755519c3a4a69469f488197fbd39b12f70b3ecc5,maker,YES,3894.5305,2
0x76d48e8fb2b2982478605a5ee80f037ac1463ad4,maker,NO,649.15574,1
0x77674a0606d9a989e77886750cf612d2d2b62096,taker,NO,1512.32476,1
0x77b0b896910b3388e01708521d1f92d1f5c2ba0b,maker,YES,1499.999999,1
0x77b0b896910b3388e01708521d1f92d1f5c2ba0b,taker,NO,2134.0,2
0x7814fea2092726c2d892a65e4fda3bf502ff8d4e,maker,NO,11272.78857,3
0x7814fea2092726c2d892a65e4fda3bf502ff8d4e,taker,YES,1178.7645499999999,2
0x78ca021aabab0cf8b334001afeafb31ab193d326,maker,NO,6021.5817,1
0x78ca021aabab0cf8b334001afeafb31ab193d326,taker,NO,1422.4,1
0x78ca021aabab0cf8b334001afeafb31ab193d326,taker,YES,535.95276,1
0x799eb345624bba150e08db6577756470c5d27bdf,maker,NO,887.77,1
0x79bf43cbd005a51e25bafa4abe3f51a3c8ba96a8,maker,YES,2864.3845300000003,2
0x79bf43cbd005a51e25bafa4abe3f51a3c8ba96a8,taker,NO,842.0,1
0x79bf43cbd005a51e25bafa4abe3f51a3c8ba96a8,taker,YES,1264.0,1
0x7a6192ea6815d3177e978dd3f8c38be5f575af24,maker,NO,3256.5,1
0x7b0b3850eb4a00289a6e00097bc4daeec39cc3df,maker,YES,2865.2124089999998,4
0x7b0b3850eb4a00289a6e00097bc4daeec39cc3df,taker,NO,2892.060507,4
0x7b0b3850eb4a00289a6e00097bc4daeec39cc3df,taker,YES,728.77,1
0x7b221ded4c376d3c0d0fb283447c95474ac7a918,maker,YES,997.0,1
0x7b221ded4c376d3c0d0fb283447c95474ac7a918,taker,YES,785.87445,1
0x7b4550716f8416e4c632a50352d80d7647a9e56a,maker,NO,2146.22095,1
0x7b4550716f8416e4c632a50352d80d7647a9e56a,taker,YES,1074.48905,1
0x7b4f624f794365240a30d74276077b88e8201bae,maker,NO,6263.166,4
0x7b640a085ca4ce2d10f94cf46ce6cf768643ebde,maker,NO,860.62809,1
0x7b640a085ca4ce2d10f94cf46ce6cf768643ebde,taker,NO,808.8533,1
0x7b687c523ca8f72c823fcef6846b731203a97605,maker,NO,919.05825,1
0x7b9d3ea69fc18f356a33ec45585c7c7053dbfbfc,maker,NO,663.779998,1
0x7bbd1b55b553317e25968ad3309ebb7a1aa37dc6,maker,NO,866.00835,1
0x7bbd1b55b553317e25968ad3309ebb7a1aa37dc6,taker,NO,851.26068,1
0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,maker,NO,10403.30047,10
0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,maker,YES,1126.98853,2
0x7c3db723f1d4d8cb9c550095203b686cb11e5c6b,taker,NO,4932.86488,5
0x7cf34a7b1eb9ea5fa6597896f6baebff2070b1ba,maker,YES,687.82104,1
0x7cf34a7b1eb9ea5fa6597896f6baebff2070b1ba,taker,NO,5468.57442,4
0x7db2ee2b58c0eb9dc908d0b261852a37002c3ce5,maker,NO,3032.24382,2
0x7db2ee2b58c0eb9dc908d0b261852a37002c3ce5,taker,NO,768.0,1
0x7e8021a1a5ccf5ba9a65503aff69c6448b5cc229,taker,NO,1839.467586,2
0x7ee93cdb9cc79656fad3eb2de2a27a1139950b13,maker,NO,1919.6599959999999,2
0x7f0d7e33cc8edc2ac94b5af5a7f21f47459c0018,maker,NO,5662.1911199999995,3
0x8039ad26298d7847799899808554474b7fa57421,maker,YES,20619.551199,2
0x8039ad26298d7847799899808554474b7fa57421,taker,NO,7281.785224,6
0x8039ad26298d7847799899808554474b7fa57421,taker,YES,12636.31454,4
0x80802378f0715997f63e403a1bf44c356d0ff527,maker,NO,21051.439342,7
0x80802378f0715997f63e403a1bf44c356d0ff527,maker,YES,4953.044329,3
0x80802378f0715997f63e403a1bf44c356d0ff527,taker,NO,4546.868069,6
0x80802378f0715997f63e403a1bf44c356d0ff527,taker,YES,9211.602318000001,7
0x80a0da00fbdc8440b0ef601341f14c3e24795708,maker,NO,21670.311241,8
0x817997d188ab6a5bc85180d561b727401b044403,taker,NO,2429.852891,4
0x8189f0d9a204c49d139aeafb48cdfe37b07fa4c3,maker,YES,519.999999,1
0x8189f0d9a204c49d139aeafb48cdfe37b07fa4c3,taker,NO,591.5966,1
0x82147e52ff6f18d3d55d98f59f260ee5be5aef72,maker,NO,1462.0680200000002,2
0x84047c4fce44c222e9e41886995fd2e414dbb69f,taker,NO,1489.45,2
0x840ef203481d3096acd2cc6fbaea45fff618e2b8,maker,NO,667.55523,1
0x8454f39e7fa6957dfbf1ecc574820ada1c92331a,maker,NO,18123.999164,7
0x8454f39e7fa6957dfbf1ecc574820ada1c92331a,taker,NO,5179.68382,2
0x84c322daf117acb36c5483c25707153253286efe,maker,YES,9881.947948,7
0x84c322daf117acb36c5483c25707153253286efe,taker,NO,13918.462843,13
0x84c322daf117acb36c5483c25707153253286efe,taker,YES,4269.29665,5
0x84e2018bd159ad7f0200a2b5ee63fb3ea2abcb54,maker,NO,1436.35892,1
0x850b51946be4d0f33c09ca1cad0e700b14cf3bb8,maker,YES,685.66601,1
0x8517504a1cd364ed5350ca4d5d3c480a03ace731,maker,NO,6724.2478200000005,4
0x8517504a1cd364ed5350ca4d5d3c480a03ace731,taker,YES,1890.0,1
0x853c37a959a5791b849e3f3225c7f5963746bd03,maker,YES,22510.283988,7
0x853c37a959a5791b849e3f3225c7f5963746bd03,taker,NO,25359.01944,11
0x853c37a959a5791b849e3f3225c7f5963746bd03,taker,YES,6360.7864,3
0x858b9392b7c1d0c74696667124392e780846821d,maker,NO,5182.6962,3
0x85f1fd1aa643b64f801989dcdfe32220548334ec,maker,YES,640.0,1
0x86b6f67637d944d9205cb11477bf4508c8a334ed,maker,YES,849.77938,1
0x86b6f67637d944d9205cb11477bf4508c8a334ed,taker,NO,1349.3599,1
0x871ca3cbaa498578a429250d6a5622d08d7da84f,maker,NO,4969.152,1
0x8753deab65b2dfad6e2a1d0c983fb8d5cb72f2c4,taker,NO,532.8242,1
0x87852665e53317a02163d4f5970413ac20fadf3f,taker,NO,677.088,1
0x8790b88055f5b20a645d9f50a78ad084820d60c2,taker,NO,1279.24054,2
0x881be7d2c8af74a7e447f366cfaf681122909893,maker,YES,4087.831338,3
0x881be7d2c8af74a7e447f366cfaf681122909893,taker,NO,1268.91988,2
0x881be7d2c8af74a7e447f366cfaf681122909893,taker,YES,3138.727659,3
0x88b298bba500c29627291ba78f1fcdba110bf7a2,maker,YES,1332.92506,2
0x88b298bba500c29627291ba78f1fcdba110bf7a2,taker,NO,1703.2816,1
0x88b298bba500c29627291ba78f1fcdba110bf7a2,taker,YES,769.79808,1
0x88d693005386a305ada6d7996f3319b587a4de00,maker,NO,50919.327798,20
0x88d693005386a305ada6d7996f3319b587a4de00,taker,NO,8586.81459,7
0x88d693005386a305ada6d7996f3319b587a4de00,taker,YES,7095.35217,5
0x88e2b1b6c7847828fc91af43aba2fee07fb07489,maker,YES,3634.258098,4
0x88e2b1b6c7847828fc91af43aba2fee07fb07489,taker,NO,9126.699077000001,2
0x8966a1e0996a5fe20c64ce976e71d63204465d80,maker,NO,2290.26,1
0x89b811b2ef2154d807d23d6671dab9b82de882b2,maker,NO,874.93024,1
0x8a75cae3bcb2842e1a79081b41f9a1c6b506ff13,taker,NO,798.454629,1
0x8a9fe2657238cfce2e3a078bc01ca49bd093e03b,maker,YES,4098.32713,2
0x8a9fe2657238cfce2e3a078bc01ca49bd093e03b,taker,NO,10612.84534,6
0x8b050b849331be27a4713fa829517b158cfa310f,maker,NO,699.989999,1
0x8b050b849331be27a4713fa829517b158cfa310f,taker,NO,674.803499,1
0x8b5e514f675ce5758e2a76ca6a1dd00a140e3a87,maker,YES,782.0693,1
0x8b94e5993e5140d02a9a6098c0bafec9f6e75e1d,taker,NO,1413.101123,1
0x8bd3a659144673c9c1955b76ac3803a67e8b5cf0,maker,NO,567.0,1
0x8bdbcbbd479206ee1a7bcc90f6febbe10b95b627,maker,NO,3370.3974,2
0x8bf264ed6ab1de6f74046bfb7b9e5d799445c41b,maker,YES,1511.5831990000001,2
0x8bf264ed6ab1de6f74046bfb7b9e5d799445c41b,taker,YES,916.2432,1
0x8c76c4787bf236398d2d1a42dd3e8af1393206ac,maker,NO,3592.17477,5
0x8d810bc07d568ab3783a4652e6eb916e711b06ed,maker,YES,2894.689999,1
0x8d810bc07d568ab3783a4652e6eb916e711b06ed,taker,NO,7547.036103,7
0x8d810bc07d568ab3783a4652e6eb916e711b06ed,taker,YES,2658.484999,1
0x8daf975242f18c1142dcf206112089640f8c8c4a,taker,NO,958.6764,1
0x8de0ee3ce923e4ae28b9745a652797eaea8887a0,maker,NO,38860.594170000004,2
0x8de0ee3ce923e4ae28b9745a652797eaea8887a0,taker,NO,7447.92399,3
0x8de0ee3ce923e4ae28b9745a652797eaea8887a0,taker,YES,4992.0,1
0x8df73e2962d0184ea1f71621784d46ca6b5936c4,maker,NO,2030.83622,1
0x8e5210487b80258bb719aa7875dff1c7d0050e3c,maker,NO,744.099998,1
0x8f2f04f6a10a8ffadb8b39999b5b3ef40adeb226,maker,NO,4667.29687,4
0x8f42ae0a01c0383c7ca8bd060b86a645ee74b88f,maker,YES,2133.4467,1
0x8f69269039b9a401de28a38c2f1c3001364b7df1,maker,NO,2196.03071,2
0x8f69269039b9a401de28a38c2f1c3001364b7df1,taker,NO,950.0,1
0x8f7a4b414417911e7e9bd738399874792cdbdb40,maker,YES,27353.426638,32
0x8f7a4b414417911e7e9bd738399874792cdbdb40,taker,NO,4547.05742,3
0x8f7a4b414417911e7e9bd738399874792cdbdb40,taker,YES,5626.42587,7
0x900982a9347e2c3103abfe10bf50b92ee35959e0,maker,NO,1672.25,1
0x9055a9e36aa73274e3a92dc2dbb081bb4d9e756a,maker,NO,13325.58143,10
0x9055a9e36aa73274e3a92dc2dbb081bb4d9e756a,taker,NO,1810.0,2
0x90bfc858ddb497e6208a92dce15cfe9a480d3348,maker,YES,999.999999,1
0x90bfc858ddb497e6208a92dce15cfe9a480d3348,taker,NO,700.0,1
0x90f7180856b033ea45200d892a7bc49fd1662501,maker,NO,852.6,1
0x91784d82fbe4543459ee85fc9809be185d70a2b2,maker,YES,6141.48679,5
0x91784d82fbe4543459ee85fc9809be185d70a2b2,taker,NO,12141.13284,12
0x91b13b0a8598d55b43e83cadd0e3cd5d66e6cee1,maker,YES,999.999999,1
0x91b13b0a8598d55b43e83cadd0e3cd5d66e6cee1,taker,NO,2209.5495410000003,2
0x9236351425fbe7741b927fd6c5d035d136fd8e31,maker,NO,747.759999,1
0x9269d5cbf2bd50c48c56b79312d6f7f12c0d53fd,maker,YES,1051.26224,1
0x92e2b9bc8d4837be0edc247490cbacb0fbdc1a7c,maker,NO,583.52107,1
0x92e53057ef2872722a53fe807245bd387e1defee,maker,NO,1046.125,1
0x93b77008dea1a1a0b3e1768a990a8bb835657d51,maker,NO,8650.04096,12
0x93b77008dea1a1a0b3e1768a990a8bb835657d51,taker,NO,506.61625,1
0x94cf12f33cc258208d641836c5d4741c0ac7d339,maker,NO,2113.3122,1
0x94cf12f33cc258208d641836c5d4741c0ac7d339,maker,YES,1239.68465,1
0x94cf12f33cc258208d641836c5d4741c0ac7d339,taker,NO,3630.72463,4
0x94eb0ee9ff35f5b14f8d3c3be3967e9deba837e6,maker,YES,4534.89247,3
0x9592adb70397e9de67ba9abe6971e3f50fb7a7b8,maker,NO,643.0,1
0x962e94cdcb1f33bc588482161fe3d22abb0ad1c1,taker,NO,1287.5232999999998,2
0x96489abcb9f583d6835c8ef95ffc923d05a86825,maker,NO,27481.337,4
0x96861c0b4386319173b86217f6675d00bc261701,taker,NO,840.0,1
0x9690d9f51b618222c29567c3b39aac2935a5f2d5,maker,NO,5592.53875,6
0x9690d9f51b618222c29567c3b39aac2935a5f2d5,maker,YES,1526.62905,2
0x9690d9f51b618222c29567c3b39aac2935a5f2d5,taker,NO,1481.4984,1
0x9690d9f51b618222c29567c3b39aac2935a5f2d5,taker,YES,668.8122,1
0x9733d16542233b38fa2a3432b6106cbc991bf034,maker,NO,1630.2664,2
0x9733d16542233b38fa2a3432b6106cbc991bf034,maker,YES,809.9946,1
0x9846dcc7593c39db00ee91232ecb5aef455bca9e,maker,NO,1570.975,1
0x987645e78d6b3ed01d69289a5fd4b140bea71e66,maker,NO,3381.45584,2
0x98fbafc00de1b8ba747047835fce1b4c0f5eb06d,maker,NO,9668.856967,2
0x98fbafc00de1b8ba747047835fce1b4c0f5eb06d,taker,NO,2089.1794,2
0x990655efc3e4ff8d488af70c268e32f5df61c0ae,maker,NO,28536.80669,15
0x991b8cdcdc18b74eef8db47a9e89ff0f17a4f19a,maker,NO,7343.714154,8
0x991b8cdcdc18b74eef8db47a9e89ff0f17a4f19a,maker,YES,770.941,1
0x991b8cdcdc18b74eef8db47a9e89ff0f17a4f19a,taker,NO,1595.28276,1
0x991b8cdcdc18b74eef8db47a9e89ff0f17a4f19a,taker,YES,684.0,1
0x993c072519306017fe9a6b3ee6fa4a02b3056787,maker,NO,5812.9030999999995,8
0x997830a202fff4c8812ef119cb41f283e8f0a49e,maker,YES,5755.106068,5
0x997830a202fff4c8812ef119cb41f283e8f0a49e,taker,NO,2109.22112,3
0x997830a202fff4c8812ef119cb41f283e8f0a49e,taker,YES,2611.345539,1
0x99d1a7ae06ffd8a4ccd50f1cd26dd464b289f1f0,maker,YES,669.569999,1
0x99d1a7ae06ffd8a4ccd50f1cd26dd464b289f1f0,taker,NO,595.396905,1
0x9a3917f7ccca913e2aa52ae5839c165dfbb9b87f,maker,YES,15351.408259,4
0x9a3917f7ccca913e2aa52ae5839c165dfbb9b87f,taker,NO,39014.761623,24
0x9a3917f7ccca913e2aa52ae5839c165dfbb9b87f,taker,YES,4015.678479,3
0x9a6c22fbff8c6819ac29213cdfe934eb509340f7,taker,NO,3675.96,3
0x9aeb534c42b58b21673d5e03e9da14fbd15b2729,maker,NO,3292.9391,1
0x9aeb534c42b58b21673d5e03e9da14fbd15b2729,taker,NO,3292.9391,3
0x9af7a7a2cdaf23079ff638c7f58faf63e1749314,maker,YES,916.389999,1
0x9af7a7a2cdaf23079ff638c7f58faf63e1749314,taker,NO,787.41933,1
0x9b5a7a5d2b7050ffeb3f9157746089595822fa77,taker,NO,1701.4503,2
0x9bf6eac1ac9f2e52aa45ba666494ce9ddc19a153,maker,YES,1700.1599,1
0x9c2617462567859fcf5764e03b9a687ebca274bc,maker,NO,38952.17145,11
0x9c2617462567859fcf5764e03b9a687ebca274bc,taker,NO,2084.236,1
0x9c4abb471fa36400db43d5fa221c680bf2f24896,maker,YES,1557.10339,1
0x9c4abb471fa36400db43d5fa221c680bf2f24896,taker,NO,5330.412490000001,3
0x9c96213c44294885c6849ef0d7d0bad44c108708,maker,NO,671.61059,1
0x9cfeeb174bc4101d90a70873f40b6bc71a03294c,maker,YES,1182.0597,1
0x9d77b70cd7f7b8aa1edc140e364dc4519d67cf31,taker,NO,912.0,1
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,maker,NO,10461.06484,3
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,taker,NO,1049.31194,1
0x9dbc929c6188230124feeb7b8d5459270be7245d,maker,NO,3337.71127,2
0x9dbc929c6188230124feeb7b8d5459270be7245d,taker,NO,1395.0158900000001,2
0x9ddfa4d5b954379a03d19f87df36b9820b862c83,maker,NO,10790.31007,9
0x9ddfa4d5b954379a03d19f87df36b9820b862c83,taker,NO,1387.4054999999998,2
0x9de200956e24f4e0bdd1cd20715cfa63875e2f54,maker,NO,1798.53115,2
0x9dfe2f73d3c988a9d69df8fa0beb85651340b3dd,maker,NO,1380.0,2
0x9fb66c639b95e83d1690dcdf523f721080deac56,maker,NO,2847.750047,3
0x9fb66c639b95e83d1690dcdf523f721080deac56,taker,NO,593.999999,1
0xa022ba0a68e11a78348382ff168601012d4d77f8,maker,NO,16259.399279000001,4
0xa022ba0a68e11a78348382ff168601012d4d77f8,maker,YES,2531.86621,2
0xa022ba0a68e11a78348382ff168601012d4d77f8,taker,NO,4608.36042,2
0xa022ba0a68e11a78348382ff168601012d4d77f8,taker,YES,615.96082,1
0xa06c67e1c41d71d8db36d142939d13d378279d93,taker,NO,717.5745,1
0xa0b061008fec70b6f7f760ba8dac99daa72ea5fb,maker,NO,7639.016559,7
0xa0b061008fec70b6f7f760ba8dac99daa72ea5fb,taker,NO,1169.28931,1
0xa0b061008fec70b6f7f760ba8dac99daa72ea5fb,taker,YES,520.7898,1
