event_market_name,question,trade_count,unique_tx_count,total_notional_usd,maker_trade_count,taker_trade_count,first_trade_time,last_trade_time
single market,US x Iran ceasefire by April 7?,303,261,254534.421655,264,39,2026-04-07 13:59:47+00:00,2026-04-07 23:13:43+00:00
