created_time,created_tx_hash,first_funded_by,first_funded_time,first_funded_tx_hash,has_been_funded,owner,polymarket_wallet,wallet_type
2026-04-07 13:54:47+00:00,0x79bb93af281d43ca0a927fbdc22e5e325dafb028c1e0d3eee31fbd29637a43a7,0xf70da97812cb96acdf810712aa562db8dfa3dbef,2026-04-07 13:59:17+00:00,0x2d0f91dd7edcf2d9e0213e7973b3e01c899037d4e3491c016f165bdefc5f612f,True,0x7b6b6b07b04f5e49e127552056b795c3db7ef286,0x68558d37cafd9e6612ab32863f55ccdd798f655a,safe
